장소 POI에 대한 ID 구분 번호 체계,위치좌표 X축값 ,위치좌표 Y축값 ,종류 구분 체계 ,장소 명칭,전화번호,추가전화번호,팩스번호,주소,신규 거리명 주소,데이터기준일자
66948,126.494554,33.493442,의료/복지,가정위탁지원센타,,,,제주특별자치도 제주시 연동 290-11,제주특별자치도 제주시 연삼로 22,2015-12-31
66949,126.252555,33.23035,의료/복지,주간보호센터,064-792-2234,,064-794-3305,제주특별자치도 서귀포시 대정읍 하모리 1329-1,제주특별자치도 서귀포시 대한로88번길 78,2015-12-31
66950,126.259992,33.228409,도로시설,상모2삼거리,,,,제주특별자치도 서귀포시 대정읍 상모리 3722-3,,2015-12-31
66951,126.256005,33.224293,음식점,비비큐치킨모슬포점,064-792-1166,,,제주특별자치도 서귀포시 대정읍 상모리 3934-1,,2015-12-31
66952,126.251318,33.225709,교육기관,지앤비영어전문학원,,,,제주특별자치도 서귀포시 대정읍 하모리 1440-6,제주특별자치도 서귀포시 동일하모로 188,2015-12-31
66953,126.487242,33.491958,쇼핑/편의,신제주시장,,,,제주특별자치도 제주시 연동 2327-7,제주특별자치도 제주시 성신로2길 19,2015-12-31
66954,126.496378,33.490859,쇼핑/편의,씨유제주삼다점,070-8900-1332,,,제주특별자치도 제주시 연동 301-7 ,제주특별자치도 제주시 신대로 72,2015-12-31
66955,126.491167,33.481526,공공기관,신용보증재단,,,,제주특별자치도 제주시 연동 1374,제주특별자치도 제주시 연북로 92,2015-12-31
66956,126.252318,33.225426,금융기관,서귀포시축협(대정지점),,,,제주특별자치도 서귀포시 대정읍 하모리 1423-18,제주특별자치도 서귀포시 하모중앙로 32,2015-12-31
66957,126.253306,33.22096,쇼핑/편의,연지코스메틱,064-792-2418,,,제주특별자치도 서귀포시 대정읍 하모리 846-4,제주특별자치도 서귀포시 신영로 97,2015-12-31
66958,126.252431,33.218818,"공원/산/동,식물원",하모공원,,,,제주특별자치도 서귀포시 대정읍 하모리 2139-2,,2015-12-31
66959,126.487879,33.493092,주택관련,동서드림아파트,,,,제주특별자치도 제주시 연동 2313-8,제주특별자치도 제주시 도령북길 32,2015-12-31
66960,126.480105,33.491267,쇼핑/편의,씨유제주월랑점,064-747-9001,,,제주특별자치도 제주시 노형동 1047-8,제주특별자치도 제주시 남녕로 43-1,2015-12-31
66961,126.479917,33.492058,주택관련,위더스빌지산13차,,,,제주특별자치도 제주시 연동 1950-6,제주특별자치도 제주시 남녕로 54,2015-12-31
66962,126.476868,33.490992,주택관련,위더스빌지산12차,,,,제주특별자치도 제주시 노형동 1038-8,제주특별자치도 제주시 다랑곶4길 55,2015-12-31
66963,126.271287,33.406323,자동차관련,SK대일주유소,064-796-4498,,,제주특별자치도 제주시 한림읍 한림리 839-10,,2015-12-31
66964,126.264588,33.41478,쇼핑/편의,디지털프라자한림디지털전문점,,,,제주특별자치도 제주시 한림읍 한림리 1220-1,제주특별자치도 제주시 한림로 669,2015-12-31
66965,126.272175,33.412822,의료/복지,한림탐라장례식장,,,,제주특별자치도 제주시 한림읍 한림리 600,제주특별자치도 제주시 명랑로 76,2015-12-31
66966,126.251806,33.22161,의료/복지,현대약국,064-794-0719,,,제주특별자치도 서귀포시 대정읍 하모리 945-1,제주특별자치도 서귀포시 하모상가로 27,2015-12-31
66967,126.264425,33.409756,쇼핑/편의,엘지전자베스트샵서부대리점,064-796-3636,,064-796-5252,제주특별자치도 제주시 한림읍 한림리 1557-6,제주특별자치도 제주시 한림상로 105,2015-12-31
66968,126.251243,33.219276,음식점,모슬포덕승식당,064-794-0177,064-794-2521,,제주특별자치도 서귀포시 대정읍 하모리 770-3,제주특별자치도 서귀포시 하모항구로 66,2015-12-31
66969,126.250806,33.218518,음식점,동성수산회집,,,,제주특별자치도 서귀포시 대정읍 하모리 770-38,제주특별자치도 서귀포시 하모항구로 56,2015-12-31
66970,126.250456,33.218293,음식점,우리바다회집,064-792-0337,,,제주특별자치도 서귀포시 대정읍 하모리 770-43,제주특별자치도 서귀포시 하모항구로 52,2015-12-31
66971,126.490579,33.481026,음식점,스시수군(구),064-742-6326,,,제주특별자치도 제주시 연동 1545,,2015-12-31
66972,126.490354,33.478077,쇼핑/편의,씨유제주연화점,064-713-7381,,,제주특별자치도 제주시 연동 1518-8,제주특별자치도 제주시 연화로1길 32,2015-12-31
66973,126.25618,33.217552,레져/스포츠,게이트볼경기장,,,,제주특별자치도 서귀포시 대정읍 하모리 468-1,제주특별자치도 서귀포시 최남단해안로109번길 67,2015-12-31
66974,126.489392,33.478468,음식점,돈까스짱(구),064-712-6652,064-745-5678,,제주특별자치도 제주시 연동 1518-1,제주특별자치도 제주시 연화로1길 20,2015-12-31
66975,126.489379,33.481593,금융기관,NH농협증권제주지점,,,,제주특별자치도 제주시 연동 1371-4,제주특별자치도 제주시 연북로 74,2015-12-31
66976,126.48678,33.481201,쇼핑/편의,씨유노형해오름점,064-745-5040,,,제주특별자치도 제주시 노형동 727-3,제주특별자치도 제주시 과원북4길 39,2015-12-31
66977,126.484355,33.481251,음식점,카페Tiamo연동점,064-712-1959,,,제주특별자치도 제주시 노형동 721-3,제주특별자치도 제주시 과원북4길 19,2015-12-31
66978,126.375064,33.474175,의료/복지,지역아동센터,,,,제주특별자치도 제주시 애월읍 신엄리 762-10,제주특별자치도 제주시 일주서로 6771,2015-12-31
66979,126.427947,33.490266,문화/종교/예술,평안교회,,,,제주특별자치도 제주시 외도일동 455-5,제주특별자치도 제주시 우정로6길 27,2015-12-31
66980,126.431109,33.491491,음식점,이순애순대국밥외도점,064-743-5160,,,제주특별자치도 제주시 외도일동 447-3,제주특별자치도 제주시 우정로 15,2015-12-31
66981,126.431709,33.486025,음식점,파리바게트제주외도우정점,064-712-8254,,,제주특별자치도 제주시 외도일동 639-3,제주특별자치도 제주시 우정로15길 5,2015-12-31
66982,126.431122,33.485833,음식점,뚜레주르제주외도점,064-712-2666,,,제주특별자치도 제주시 외도일동 637-1,제주특별자치도 제주시 우정로 77,2015-12-31
66983,126.430822,33.487058,쇼핑/편의,제주외도GS25,,,,제주특별자치도 제주시 외도일동 541-10,제주특별자치도 제주시 우정로 64,2015-12-31
66984,126.431122,33.487666,의료/복지,가정온약국,064-711-5275,,,제주특별자치도 제주시 외도일동 548-1,제주특별자치도 제주시 우정로 57,2015-12-31
66985,126.484967,33.481726,음식점,던킨도넛츠,,,,제주특별자치도 제주시 노형동 725,제주특별자치도 제주시 연북로 34,2015-12-31
66986,126.484967,33.481726,음식점,뚜레주르,,,,제주특별자치도 제주시 노형동 725,제주특별자치도 제주시 연북로 34,2015-12-31
66987,126.48188,33.482318,금융기관,농협ATM,,,,제주특별자치도 제주시 노형동 708-1,,2015-12-31
66988,126.480468,33.484626,음식점,신제주이마트버거킹,064-713-0243,,,제주특별자치도 제주시 노형동 919,제주특별자치도 제주시 1100로 3348,2015-12-31
66989,126.480555,33.484401,의료/복지,우리들소아청소년과,,,,제주특별자치도 제주시 노형동 919-7,제주특별자치도 제주시 1100로 3342,2015-12-31
66990,126.481367,33.483926,쇼핑/편의,노형한빛GS25,064-711-1244,,,제주특별자치도 제주시 노형동 923,제주특별자치도 제주시 원노형남1길 8,2015-12-31
66991,126.492741,33.483784,음식점,비비큐치킨신제주본점,,,,제주특별자치도 제주시 연동 285-8,제주특별자치도 제주시 신대로20길 34-1,2015-12-31
66992,126.495354,33.483526,쇼핑/편의,제주아산GS25,,,,제주특별자치도 제주시 연동 299-4,제주특별자치도 제주시 신대로20길 7,2015-12-31
66993,126.433071,33.492141,음식점,상문이숯불치킨,,,,제주특별자치도 제주시 외도일동 435-3,제주특별자치도 제주시 절물2길 3,2015-12-31
66994,126.432497,33.485842,쇼핑/편의,씨유제주외도부영점,064-711-4092,,,제주특별자치도 제주시 외도일동 560-2,제주특별자치도 제주시 우정로15길 12,2015-12-31
66995,126.418748,33.488958,음식점,이춘옥고등어쌈밥,064-713-9914,064-799-9914,,제주특별자치도 제주시 애월읍 하귀1리 266-1,제주특별자치도 제주시 일주서로 7213,2015-12-31
66996,126.297477,33.231193,쇼핑/편의,안덕사계GS25,,,,제주특별자치도 서귀포시 안덕면 사계리 2663-2,제주특별자치도 서귀포시 산방로 371,2015-12-31
66997,126.283952,33.250007,도로시설,안성삼거리,,,,제주특별자치도 서귀포시 대정읍 안성리 2038,제주특별자치도 서귀포시 구억중앙로 11-1,2015-12-31
66998,126.266757,33.118288,쇼핑/편의,마라도GS25,,,,제주특별자치도 서귀포시 대정읍 가파리 582-5,,2015-12-31
66999,126.459782,33.46966,쇼핑/편의,평화로휴게소(구),,,,제주특별자치도 제주시 도평동 135,제주특별자치도 제주시 노형로 157,2015-12-31
67000,126.315821,33.415372,농공시설,삼다원,,,,제주특별자치도 제주시 애월읍 봉성리 3229-2,,2015-12-31
67001,126.472043,33.49205,음식점,거멍,064-743-6969,064-748-9285,,제주특별자치도 제주시 노형동 2737,제주특별자치도 제주시 월랑로 83,2015-12-31
67002,126.465656,33.485484,자동차관련,현대블루핸즈노형북부점,,,,제주특별자치도 제주시 노형동 2820-1,제주특별자치도 제주시 월광로 43,2015-12-31
67003,126.454744,33.496724,도로시설,이호해수욕장입구,,,,제주특별자치도 제주시 이호일동 1652-3,,2015-12-31
67004,126.439459,33.460619,교육기관,광령문고,,,,제주특별자치도 제주시 애월읍 광령리 1271-1,제주특별자치도 제주시 광성로 300,2015-12-31
67005,126.233479,33.388549,관광/숙박,금능해수욕장관광문화센터,,,,제주특별자치도 제주시 한림읍 금능리 2040,제주특별자치도 제주시 한림로 247,2015-12-31
67006,126.240203,33.393049,쇼핑/편의,한림협재GS25,064-796-7887,,,제주특별자치도 제주시 한림읍 협재리 2514-2,제주특별자치도 제주시 한림로 330,2015-12-31
67007,126.430597,33.462411,의료/복지,교육활동센터,,,,제주특별자치도 제주시 애월읍 광령리 3423-4,,2015-12-31
67008,126.383926,33.487024,관광/숙박,이츠힐,064-712-6721,,,제주특별자치도 제주시 애월읍 구엄리 466-3,,2015-12-31
67009,126.386238,33.471359,관광/숙박,수산리의곰솔,,,,제주특별자치도 제주시 애월읍 수산리 2274,,2015-12-31
67010,126.404637,33.470393,금융기관,영재농장(구),,,,제주특별자치도 제주시 애월읍 상귀리 452-2,제주특별자치도 제주시 상귀서길 22,2015-12-31
67011,126.411174,33.465693,주택관련,휴먼시아아파트보로미마을,,,,제주특별자치도 제주시 애월읍 고성리 1488-1,제주특별자치도 제주시 고성서3길 15-5,2015-12-31
67012,126.39815,33.460969,교육기관,예원문고,,,,제주특별자치도 제주시 애월읍 상귀리 1570-10,제주특별자치도 제주시 예원로 95,2015-12-31
67013,126.43881,33.445679,문화/종교/예술,제주등대교회(구),,,,제주특별자치도 제주시 애월읍 광령리 813,제주특별자치도 제주시 광령평화6길 31,2015-12-31
67014,126.282311,33.439794,금융기관,새마을금고,064-796-4141,,,제주특별자치도 제주시 한림읍 귀덕리 3329-1,제주특별자치도 제주시 일주서로 5761,2015-12-31
67015,126.327969,33.437912,도로시설,납읍네거리,,,,제주특별자치도 제주시 애월읍 납읍리 2289-5,,2015-12-31
67016,126.311199,33.275213,도로시설,덕수2사거리,,,,제주특별자치도 서귀포시 안덕면 덕수리 1624-4,,2015-12-31
67017,126.490004,33.479951,쇼핑/편의,코사마트,064-742-4546,,,제주특별자치도 제주시 연동 1497,제주특별자치도 제주시 국기로 19,2015-12-31
67018,126.330848,33.250758,도로시설,한전아파트사거리(구),,,,제주특별자치도 서귀포시 안덕면 화순리 1986,,2015-12-31
67019,126.333773,33.250208,음식점,1230치킨,,,,제주특별자치도 서귀포시 안덕면 화순리 1138,제주특별자치도 서귀포시 화순중앙로12번길 5,2015-12-31
67020,126.495779,33.492108,쇼핑/편의,연동시장,,,,제주특별자치도 제주시 연동 290-51,제주특별자치도 제주시 삼무로11길 16,2015-12-31
67021,126.492004,33.490492,음식점,장성갈비,,,,제주특별자치도 제주시 연동 271-27,제주특별자치도 제주시 삼무로3길 36,2015-12-31
67022,126.494791,33.491809,의료/복지,지역아동센터,064-746-9182,,064-747-9038,제주특별자치도 제주시 연동 291-94,제주특별자치도 제주시 신대로8길 17,2015-12-31
67023,126.226795,33.256855,기업,KS제주지점,,,,제주특별자치도 서귀포시 대정읍 일과리 551-6,제주특별자치도 서귀포시 일주서로3000번길 125,2015-12-31
67024,126.182335,33.300166,교육기관,고산상업고등학교(구),064-772-2420,,,제주특별자치도 제주시 한경면 고산리 2916,제주특별자치도 제주시 용고로 70,2015-12-31
67025,126.34206,33.239042,관광/숙박,화순리선사마을유적공원,,,,제주특별자치도 서귀포시 안덕면 화순리 551,,2015-12-31
67026,126.336173,33.241175,공공기관,농협복지관,,,,제주특별자치도 서귀포시 안덕면 화순리 809-3,제주특별자치도 서귀포시 화순중앙로123번길 7,2015-12-31
67027,126.487206,33.400094,지명관련,족은두레왓,,,,제주특별자치도 제주시 해안동 산 220-1,,2015-12-31
67028,126.539526,33.415084,지명관련,왕관바위,,,,제주특별자치도 제주시 오등동 산 182,,2015-12-31
67029,126.636618,33.435409,지명관련,무녜오름,,,,제주특별자치도 제주시 봉개동 산 64,제주특별자치도 제주시 명림로 655-53,2015-12-31
67030,126.613431,33.474612,지명관련,칠오름(큰오름),,,,제주특별자치도 제주시 봉개동 466-2,,2015-12-31
67031,126.592245,33.492035,지명관련,봉개오름,,,,제주특별자치도 제주시 봉개동 1811-1,제주특별자치도 제주시 번영로 467,2015-12-31
67032,126.374031,33.277189,지명관련,가가악,,,,제주특별자치도 서귀포시 상예동 4389-1,,2015-12-31
67033,126.415202,33.300795,지명관련,모라지,,,,제주특별자치도 서귀포시 색달동 산 16-1,,2015-12-31
67034,126.403554,33.27224,지명관련,우보름,,,,제주특별자치도 서귀포시 색달동 910,,2015-12-31
67035,126.487845,33.347899,지명관련,영실오름,,,,제주특별자치도 서귀포시 하원동 산 1-1,제주특별자치도 서귀포시 영실로 226,2015-12-31
67036,126.453662,33.260075,지명관련,개오름,,,,제주특별자치도 서귀포시 하원동 1180-2,제주특별자치도 서귀포시 구산봉로 51,2015-12-31
67037,126.482385,33.264975,지명관련,활오름,,,,제주특별자치도 서귀포시 강정동 3708,,2015-12-31
67038,126.527831,33.276483,지명관련,각수바우,,,,제주특별자치도 서귀포시 호근동 2108-1,,2015-12-31
67039,126.55534,33.299114,지명관련,쌀오름,,,,제주특별자치도 서귀포시 동홍동 산 7,,2015-12-31
67040,126.601811,33.294907,지명관련,영천오름,,,,제주특별자치도 서귀포시 상효동 2364,제주특별자치도 서귀포시 하례학림로 55-29,2015-12-31
67041,126.608524,33.267818,지명관련,도라미,,,,제주특별자치도 서귀포시 신효동 산 1,제주특별자치도 서귀포시 월라봉로 76-40,2015-12-31
67042,126.604762,33.255811,지명관련,서리오름,,,,제주특별자치도 서귀포시 신효동 1028,,2015-12-31
67043,126.226954,33.408947,지명관련,가재,,,,제주특별자치도 제주시 한림읍 협재리 산 100-1,,2015-12-31
67044,126.265764,33.361569,지명관련,벌근오름,,,,제주특별자치도 제주시 한림읍 상명리 1696,,2015-12-31
67045,126.278725,33.381567,지명관련,명월오름,,,,제주특별자치도 제주시 한림읍 명월리 1105,,2015-12-31
67046,126.282225,33.379384,지명관련,방제오름,,,,제주특별자치도 제주시 한림읍 명월리 679,,2015-12-31
67047,126.409161,33.480892,지명관련,바굼지오름,,,,제주특별자치도 제주시 애월읍 하귀1리 668-1,제주특별자치도 제주시 하귀로15길 32,2015-12-31
67048,126.47677,33.372055,지명관련,윗세오름,,,,제주특별자치도 제주시 애월읍 광령리 산 183-1,,2015-12-31
67049,126.386277,33.418532,지명관련,금덕오름오름,,,,제주특별자치도 제주시 애월읍 소길리 산 118,,2015-12-31
67050,126.377192,33.359505,지명관련,괴미오름,,,,제주특별자치도 제주시 애월읍 봉성리 산 41,,2015-12-31
67051,126.483842,33.496016,주택관련,에코하우스2,,,,제주특별자치도 제주시 도두이동 1153,,2015-12-31
67052,126.475543,33.495749,금융기관,농협ATM,,,,제주특별자치도 제주시 도두일동 1212,제주특별자치도 제주시 오일장서길 26,2015-12-31
67053,126.468593,33.495749,금융기관,새마을금고ATM,,,,제주특별자치도 제주시 도두일동 2196-1,제주특별자치도 제주시 도공로 141,2015-12-31
67054,126.468106,33.503182,공공기관,도두마을마을정보센터,,,,제주특별자치도 제주시 도두일동 2474-1,제주특별자치도 제주시 도두1길 13,2015-12-31
67055,126.470293,33.507415,관광/숙박,아모랙스팬션,064-711-0125,,,제주특별자치도 제주시 도두일동 1724-4,제주특별자치도 제주시 서해안로 224-4,2015-12-31
67056,126.474955,33.509231,음식점,폴래몰회집,,,,제주특별자치도 제주시 도두이동 1651-8,제주특별자치도 제주시 서해안로 272,2015-12-31
67057,126.580446,33.497759,교통시설,내트럭하우스제주사업소,064-756-3005,,,제주특별자치도 제주시 영평동 2574-1,,2015-12-31
67058,126.580883,33.497609,자동차관련,내트럭하우스,,,,제주특별자치도 제주시 영평동 251,,2015-12-31
67059,126.597657,33.488694,도로시설,봉개삼거리,,,,제주특별자치도 제주시 봉개동 1543-1,,2015-12-31
67060,126.538112,33.493592,쇼핑/편의,제주남광GS25,,,,제주특별자치도 제주시 이도이동 1083-14,제주특별자치도 제주시 오복4길 38,2015-12-31
67061,126.535675,33.492292,쇼핑/편의,알파제주법원점,064-727-0979,,,제주특별자치도 제주시 이도이동 1027-16,제주특별자치도 제주시 중앙로 322,2015-12-31
67063,126.547125,33.468862,쇼핑/편의,제주대병원세븐일레븐,064-702-3372,,,제주특별자치도 제주시 아라일동 1798,제주특별자치도 제주시 중앙로 616,2015-12-31
67064,126.562136,33.460321,쇼핑/편의,제대정문GS25,,,,제주특별자치도 제주시 아라이동 34-15,제주특별자치도 제주시 제주대학로 117,2015-12-31
67065,126.547112,33.492734,주택관련,이도한일베라체아파트,,,,제주특별자치도 제주시 이도이동 1956,제주특별자치도 제주시 신설로 55,2015-12-31
67066,126.544662,33.46787,의료/복지,제주대병원제주지역암센터,,,,제주특별자치도 제주시 아라일동 1753-3,제주특별자치도 제주시 아란13길 15,2015-12-31
67067,126.5464,33.466479,의료/복지,제주대병원장례식장,064-717-2900,,,제주특별자치도 제주시 아라일동 1753-3,제주특별자치도 제주시 아란13길 15,2015-12-31
67068,126.54565,33.467629,의료/복지,제주대병원응급의료센터,064-717-1900,,,제주특별자치도 제주시 아라일동 1753-3,제주특별자치도 제주시 아란13길 15,2015-12-31
67069,126.319622,33.348722,문화/종교/예술,금악성당,,,,제주특별자치도 제주시 한림읍 금악리 373,제주특별자치도 제주시 금악북로 320,2015-12-31
67070,126.53645,33.497617,공공기관,전기공사공제조합제주지점,,,,제주특별자치도 제주시 이도이동 1048-5,제주특별자치도 제주시 고산동산5길 41,2015-12-31
67071,126.416403,33.245176,레져/스포츠,비바제트보트,1544-2988,064-738-2111,,제주특별자치도 서귀포시 색달동 2950-5,,2015-12-31
67072,126.423915,33.24126,쇼핑/편의,제주관광공사면세점,064-780-7600,064-780-7700,,제주특별자치도 서귀포시 중문동 2700,제주특별자치도 서귀포시 중문관광로 224,2015-12-31
67073,126.494591,33.490492,음식점,모살물회집,064-713-0309,,,제주특별자치도 제주시 연동 291-10,제주특별자치도 제주시 삼무로3길 14,2015-12-31
67074,126.428027,33.252742,주택관련,민우아파트중문다동,,,,제주특별자치도 서귀포시 중문동 1999-2,제주특별자치도 서귀포시 천제연로213번길 14-3,2015-12-31
67075,126.428552,33.252559,주택관련,민우아파트중문가동,,,,제주특별자치도 서귀포시 중문동 2000-2,,2015-12-31
67076,126.42859,33.252801,주택관련,민우아파트중문나동,,,,제주특별자치도 서귀포시 중문동 2000-2,,2015-12-31
67077,126.471293,33.486225,주택관련,뜨란채아파트220동,,,,제주특별자치도 제주시 노형동 2583-1,제주특별자치도 제주시 수덕로 44,2015-12-31
67078,126.578346,33.519307,주택관련,주공2단지아파트제주화북지구207동,,,,제주특별자치도 제주시 화북일동 9-1,제주특별자치도 제주시 동화로1길 35,2015-12-31
67079,126.578696,33.519282,주택관련,주공2단지아파트제주화북지구208동,,,,제주특별자치도 제주시 화북일동 9-1,제주특별자치도 제주시 동화로1길 35,2015-12-31
67080,126.561615,33.262593,주택관련,서귀포동홍6단지휴먼시아아파트614동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67081,126.560991,33.263635,주택관련,서귀포동홍6단지휴먼시아아파트610동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67082,126.559691,33.26321,주택관련,서귀포동홍6단지휴먼시아아파트603동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67083,126.560391,33.262585,주택관련,서귀포동홍6단지휴먼시아아파트607동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67084,126.560991,33.263293,주택관련,서귀포동홍6단지휴먼시아아파트609동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67085,126.559691,33.262485,주택관련,서귀포동홍6단지휴먼시아아파트601동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67086,126.560278,33.263293,주택관련,서귀포동홍6단지휴먼시아아파트606동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67087,126.559628,33.263518,주택관련,서귀포동홍6단지휴먼시아아파트604동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67088,126.560278,33.263651,주택관련,서귀포동홍6단지휴먼시아아파트605동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67089,126.559691,33.262818,주택관련,서귀포동홍6단지휴먼시아아파트602동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67090,126.561028,33.262585,주택관련,서귀포동홍6단지휴먼시아아파트608동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67091,126.561603,33.262985,주택관련,서귀포동홍6단지휴먼시아아파트613동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67092,126.56159,33.263326,주택관련,서귀포동홍6단지휴먼시아아파트612동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67093,126.561615,33.263751,주택관련,서귀포동홍6단지휴먼시아아파트611동,,,,제주특별자치도 서귀포시 동홍동 1312,제주특별자치도 서귀포시 중앙로 198-11,2015-12-31
67094,126.522626,33.504874,주택관련,미듬아파트103동,,,,제주특별자치도 제주시 삼도이동 300-4,제주특별자치도 제주시 중앙로26길 25,2015-12-31
67095,126.522988,33.505166,주택관련,미듬아파트102동,,,,제주특별자치도 제주시 삼도이동 300-4,제주특별자치도 제주시 중앙로26길 25,2015-12-31
67096,126.523026,33.504899,주택관련,미듬아파트104동,,,,제주특별자치도 제주시 삼도이동 300-4,제주특별자치도 제주시 중앙로26길 25,2015-12-31
67097,126.522613,33.505157,주택관련,미듬아파트101동,,,,제주특별자치도 제주시 삼도이동 300-4,제주특별자치도 제주시 중앙로26길 25,2015-12-31
67098,126.555329,33.259502,주택관련,사원아파트제주신라A동,,,,제주특별자치도 서귀포시 서홍동 1592-2,제주특별자치도 서귀포시 홍중로 81,2015-12-31
67099,126.555354,33.259727,주택관련,사원아파트제주신라B동,,,,제주특별자치도 서귀포시 서홍동 1592-2,제주특별자치도 서귀포시 홍중로 81,2015-12-31
67100,126.573377,33.250111,주택관련,주공아파트동홍3차301동,,,,제주특별자치도 서귀포시 동홍동 353-1,제주특별자치도 서귀포시 태평로512번길 9,2015-12-31
67101,126.57399,33.250411,주택관련,주공아파트동홍3차302동,,,,제주특별자치도 서귀포시 동홍동 353-1,제주특별자치도 서귀포시 태평로512번길 9,2015-12-31
67102,126.575252,33.251553,주택관련,삼아아파트서귀포106동,,,,제주특별자치도 서귀포시 동홍동 201-2,,2015-12-31
67103,126.574777,33.251078,주택관련,삼아아파트서귀포102동,,,,제주특별자치도 서귀포시 동홍동 201,제주특별자치도 서귀포시 태평로536번길 6,2015-12-31
67104,126.57569,33.251095,주택관련,삼아아파트서귀포107동,,,,제주특별자치도 서귀포시 동홍동 201-2,,2015-12-31
67105,126.57489,33.250861,주택관련,삼아아파트서귀포103동,,,,제주특별자치도 서귀포시 동홍동 201-6,,2015-12-31
67106,126.410874,33.464785,주택관련,휴먼시아아파트보로미마을101동,,,,제주특별자치도 제주시 애월읍 고성리 1491,제주특별자치도 제주시 고성서3길 14,2015-12-31
67107,126.411736,33.466302,주택관련,휴먼시아아파트보로미마을108동,,,,제주특별자치도 제주시 애월읍 고성리 1489,제주특별자치도 제주시 고성서3길 15-6,2015-12-31
67108,126.411161,33.466268,주택관련,휴먼시아아파트보로미마을107동,,,,제주특별자치도 제주시 애월읍 고성리 1488-1,제주특별자치도 제주시 고성서3길 15-5,2015-12-31
67109,126.410661,33.466152,주택관련,휴먼시아아파트보로미마을106동,,,,제주특별자치도 제주시 애월읍 고성리 1488-1,제주특별자치도 제주시 고성서3길 15-5,2015-12-31
67110,126.410874,33.465702,주택관련,휴먼시아아파트보로미마을104동,,,,제주특별자치도 제주시 애월읍 고성리 1488-1,제주특별자치도 제주시 고성서3길 15-5,2015-12-31
67111,126.410562,33.465143,주택관련,휴먼시아아파트보로미마을102동,,,,제주특별자치도 제주시 애월읍 고성리 1491,제주특별자치도 제주시 고성서3길 14,2015-12-31
67112,126.411036,33.465968,주택관련,휴먼시아아파트보로미마을105동,,,,제주특별자치도 제주시 애월읍 고성리 1488-1,제주특별자치도 제주시 고성서3길 15-5,2015-12-31
67113,126.410562,33.465393,주택관련,휴먼시아아파트보로미마을103동,,,,제주특별자치도 제주시 애월읍 고성리 1491,제주특별자치도 제주시 고성서3길 14,2015-12-31
67114,126.412124,33.466277,주택관련,휴먼시아아파트보로미마을109동,,,,제주특별자치도 제주시 애월읍 고성리 1489,제주특별자치도 제주시 고성서3길 15-6,2015-12-31
67115,126.572415,33.252011,주택관련,서귀포동홍1단지주공아파트102동,,,,제주특별자치도 서귀포시 동홍동 147,제주특별자치도 서귀포시 동홍중앙로 10,2015-12-31
67116,126.572777,33.252778,주택관련,서귀포동홍1단지주공아파트106동,,,,제주특별자치도 서귀포시 동홍동 147,제주특별자치도 서귀포시 동홍중앙로 10,2015-12-31
67117,126.572927,33.252536,주택관련,서귀포동홍1단지주공아파트107동,,,,제주특별자치도 서귀포시 동홍동 147,제주특별자치도 서귀포시 동홍중앙로 10,2015-12-31
67118,126.573027,33.252253,주택관련,서귀포동홍1단지주공아파트108동,,,,제주특별자치도 서귀포시 동홍동 147,제주특별자치도 서귀포시 동홍중앙로 10,2015-12-31
67119,126.572327,33.25252,주택관련,서귀포동홍1단지주공아파트104동,,,,제주특별자치도 서귀포시 동홍동 147,제주특별자치도 서귀포시 동홍중앙로 10,2015-12-31
67120,126.573996,33.520207,주택관련,주공1단지아파트제주화북지구102동,,,,제주특별자치도 제주시 화북일동 10-1,제주특별자치도 제주시 동화로1길 11,2015-12-31
67121,126.574446,33.520357,주택관련,주공1단지아파트제주화북지구103동,,,,제주특별자치도 제주시 화북일동 10-1,제주특별자치도 제주시 동화로1길 11,2015-12-31
67122,126.574896,33.520532,주택관련,주공1단지아파트제주화북지구104동,,,,제주특별자치도 제주시 화북일동 10-1,제주특별자치도 제주시 동화로1길 11,2015-12-31
